#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CREBBP	PIK3R1	9606.ENSP00000262367	9606.ENSP00000428056	0	0	0	0	0.085	0.045	0	0.584	0.604
CREBBP	MED23	9606.ENSP00000262367	9606.ENSP00000357047	0	0	0	0	0.108	0.075	0.500	0.191	0.621
CREBBP	ERBB2	9606.ENSP00000262367	9606.ENSP00000269571	0	0	0	0	0.049	0.071	0	0.610	0.625
CREBBP	CTCF	9606.ENSP00000262367	9606.ENSP00000494538	0	0	0	0	0.166	0.093	0	0.579	0.653
CREBBP	EGFR	9606.ENSP00000262367	9606.ENSP00000275493	0	0	0	0	0.042	0.071	0	0.642	0.653
CREBBP	PIK3CA	9606.ENSP00000262367	9606.ENSP00000263967	0	0	0	0	0.092	0	0	0.680	0.697
CREBBP	TBL1XR1	9606.ENSP00000262367	9606.ENSP00000405574	0	0	0	0	0.054	0	0.500	0.430	0.706
CREBBP	FBXW7	9606.ENSP00000262367	9606.ENSP00000474725	0	0	0	0	0.092	0	0.500	0.449	0.728
CREBBP	NOTCH1	9606.ENSP00000262367	9606.ENSP00000498587	0	0	0	0	0.076	0.065	0.500	0.556	0.783
CREBBP	GATA3	9606.ENSP00000262367	9606.ENSP00000368632	0	0	0	0	0	0.346	0	0.707	0.801
CREBBP	KDM6A	9606.ENSP00000262367	9606.ENSP00000367203	0	0	0	0	0.187	0.102	0	0.762	0.811
CREBBP	KLF4	9606.ENSP00000262367	9606.ENSP00000363804	0	0	0	0	0.048	0.723	0	0.536	0.867
CREBBP	KMT2D	9606.ENSP00000262367	9606.ENSP00000301067	0	0	0	0	0.236	0.110	0	0.824	0.870
CREBBP	NCOR2	9606.ENSP00000262367	9606.ENSP00000384018	0	0	0	0	0.259	0.304	0.500	0.563	0.872
CREBBP	H3C2	9606.ENSP00000262367	9606.ENSP00000484841	0	0	0	0	0	0.902	0	0.177	0.916
CREBBP	SMAD4	9606.ENSP00000262367	9606.ENSP00000341551	0	0	0	0	0.191	0.316	0	0.862	0.917
CREBBP	NCOR1	9606.ENSP00000262367	9606.ENSP00000268712	0	0	0	0	0.335	0.304	0.500	0.800	0.947
CREBBP	RUNX1	9606.ENSP00000262367	9606.ENSP00000300305	0	0	0	0	0	0.512	0.500	0.916	0.977
CREBBP	ESR1	9606.ENSP00000262367	9606.ENSP00000405330	0	0	0	0	0.062	0.844	0.500	0.921	0.993
CREBBP	TP53	9606.ENSP00000262367	9606.ENSP00000269305	0	0	0	0	0	0.998	0.900	0.996	0.999
CREBBP	EP300	9606.ENSP00000262367	9606.ENSP00000263253	0	0	0.062	0.956	0.839	0.782	0.900	0.983	0.999
CSF1R	KRAS	9606.ENSP00000286301	9606.ENSP00000256078	0	0	0	0	0.055	0.071	0.500	0.509	0.755
CSF1R	KDR	9606.ENSP00000286301	9606.ENSP00000263923	0	0	0	0.719	0.094	0.089	0	0.500	0.551
CSF1R	PIK3CA	9606.ENSP00000286301	9606.ENSP00000263967	0	0	0	0	0.106	0.325	0.500	0.478	0.821
CSF1R	TP53	9606.ENSP00000286301	9606.ENSP00000269305	0	0	0	0	0.046	0	0	0.505	0.507
CSF1R	EGFR	9606.ENSP00000286301	9606.ENSP00000275493	0	0	0	0.573	0	0.101	0	0.677	0.697
CSF1R	SMAD4	9606.ENSP00000286301	9606.ENSP00000341551	0	0	0	0	0	0.046	0	0.402	0.405
CSF1R	FBXW7	9606.ENSP00000286301	9606.ENSP00000474725	0	0	0	0	0.056	0.046	0	0.433	0.444
CSF1R	TBL1XR1	9606.ENSP00000286301	9606.ENSP00000405574	0	0	0	0	0	0.053	0	0.438	0.445
CSF1R	GNAS	9606.ENSP00000286301	9606.ENSP00000360141	0	0	0	0	0.062	0	0	0.474	0.485
CSF1R	FGFR2	9606.ENSP00000286301	9606.ENSP00000410294	0	0	0	0.702	0.064	0.085	0	0.452	0.490
CSF1R	HRAS	9606.ENSP00000286301	9606.ENSP00000407586	0	0	0	0	0.055	0.071	0	0.483	0.506
CSF1R	PTEN	9606.ENSP00000286301	9606.ENSP00000361021	0	0	0	0	0.050	0.063	0	0.499	0.515
CSF1R	NOTCH1	9606.ENSP00000286301	9606.ENSP00000498587	0	0	0	0	0.081	0	0	0.494	0.515
CSF1R	NTRK1	9606.ENSP00000286301	9606.ENSP00000431418	0	0	0	0.627	0.054	0.074	0	0.508	0.531
CSF1R	PIK3R1	9606.ENSP00000286301	9606.ENSP00000428056	0	0	0	0	0.072	0.696	0.500	0.532	0.925
CSF1R	RUNX1	9606.ENSP00000286301	9606.ENSP00000300305	0	0	0	0	0.090	0.423	0.900	0.728	0.983
CSMD3	KRAS	9606.ENSP00000297405	9606.ENSP00000256078	0	0	0	0	0	0.070	0	0.477	0.492
CSMD3	KMT2C	9606.ENSP00000297405	9606.ENSP00000262189	0	0	0	0	0	0	0	0.440	0.440
CSMD3	PIK3CA	9606.ENSP00000297405	9606.ENSP00000263967	0	0	0	0	0	0	0	0.571	0.571
CSMD3	TP53	9606.ENSP00000297405	9606.ENSP00000269305	0	0	0	0	0	0	0	0.578	0.578
CSMD3	EGFR	9606.ENSP00000297405	9606.ENSP00000275493	0	0	0	0	0	0.163	0	0.322	0.408
CSMD3	FBXW7	9606.ENSP00000297405	9606.ENSP00000474725	0	0	0	0	0	0	0	0.401	0.400
CSMD3	PTPRD	9606.ENSP00000297405	9606.ENSP00000370593	0	0	0	0	0.045	0.071	0	0.397	0.418
CSMD3	NF1	9606.ENSP00000297405	9606.ENSP00000351015	0	0	0	0	0	0	0	0.447	0.447
CSMD3	FAT1	9606.ENSP00000297405	9606.ENSP00000406229	0	0	0	0	0	0	0	0.448	0.448
CSMD3	ZFHX3	9606.ENSP00000297405	9606.ENSP00000493252	0	0	0	0	0	0	0	0.449	0.449
CSMD3	KMT2D	9606.ENSP00000297405	9606.ENSP00000301067	0	0	0	0	0	0	0	0.526	0.526
CSMD3	FAT4	9606.ENSP00000297405	9606.ENSP00000377862	0	0	0	0	0.042	0.049	0	0.570	0.574
CSMD3	FAT3	9606.ENSP00000297405	9606.ENSP00000432586	0	0	0	0	0.062	0.049	0	0.668	0.678
CSMD3	LRP1B	9606.ENSP00000297405	9606.ENSP00000374135	0	0	0	0	0.093	0	0	0.766	0.779
CSPG4	EGFR	9606.ENSP00000312506	9606.ENSP00000275493	0	0	0	0	0.134	0	0	0.580	0.620
CSPG4	MYH11	9606.ENSP00000312506	9606.ENSP00000379616	0	0	0	0	0.080	0	0	0.418	0.442
CTCF	FOXA1	9606.ENSP00000494538	9606.ENSP00000250448	0	0	0	0	0	0.045	0	0.771	0.772
CTCF	KRAS	9606.ENSP00000494538	9606.ENSP00000256078	0	0	0	0	0.073	0.169	0	0.356	0.461
CTCF	KMT2C	9606.ENSP00000494538	9606.ENSP00000262189	0	0	0	0	0.122	0.055	0.500	0.356	0.697
CTCF	EP300	9606.ENSP00000494538	9606.ENSP00000263253	0	0	0	0	0.223	0.330	0.800	0.654	0.959
CTCF	DNMT3A	9606.ENSP00000494538	9606.ENSP00000264709	0	0	0	0	0.058	0.066	0	0.586	0.604
CTCF	NCOR1	9606.ENSP00000494538	9606.ENSP00000268712	0	0	0	0	0.178	0.125	0.800	0.378	0.898
CTCF	TP53	9606.ENSP00000494538	9606.ENSP00000269305	0	0	0	0	0.070	0.046	0	0.824	0.830
CTCF	SETDB1	9606.ENSP00000494538	9606.ENSP00000271640	0	0	0	0	0.236	0.095	0	0.499	0.623
CTCF	RUNX1	9606.ENSP00000494538	9606.ENSP00000300305	0	0	0	0	0	0.067	0	0.551	0.564
CTCF	KMT2D	9606.ENSP00000494538	9606.ENSP00000301067	0	0	0	0	0.111	0.055	0.500	0.313	0.673
CTCF	SMAD4	9606.ENSP00000494538	9606.ENSP00000341551	0	0	0	0	0.123	0.067	0	0.611	0.654
CTCF	NF1	9606.ENSP00000494538	9606.ENSP00000351015	0	0	0	0	0.042	0.045	0	0.645	0.647
CTCF	PTEN	9606.ENSP00000494538	9606.ENSP00000361021	0	0	0	0	0.062	0.067	0	0.379	0.409
CTCF	KDM6A	9606.ENSP00000494538	9606.ENSP00000367203	0	0	0	0	0.099	0.117	0.500	0.381	0.721
CTCF	GATA3	9606.ENSP00000494538	9606.ENSP00000368632	0	0	0	0	0.044	0.121	0	0.618	0.651
CTCF	ESR1	9606.ENSP00000494538	9606.ENSP00000405330	0	0	0	0	0	0.067	0	0.709	0.717
CTCF	FBXW7	9606.ENSP00000494538	9606.ENSP00000474725	0	0	0	0	0.049	0.319	0	0.264	0.482
CTCF	DDX3X	9606.ENSP00000494538	9606.ENSP00000494040	0	0	0	0	0.077	0.314	0	0.142	0.410
CUX1	PIK3CA	9606.ENSP00000353401	9606.ENSP00000263967	0	0	0	0	0.049	0	0.500	0.160	0.565
CUX1	RB1	9606.ENSP00000353401	9606.ENSP00000267163	0	0	0	0	0.049	0.292	0	0.644	0.739
CUX1	TP53	9606.ENSP00000353401	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.439	0.444
CUX1	RUNX1	9606.ENSP00000353401	9606.ENSP00000300305	0	0	0	0	0	0	0	0.447	0.447
CUX1	ETV1	9606.ENSP00000353401	9606.ENSP00000405327	0	0	0	0	0	0	0	0.445	0.445
CUX1	GNAS	9606.ENSP00000353401	9606.ENSP00000360141	0	0	0	0	0.067	0	0	0.462	0.476
CUX1	PIK3R1	9606.ENSP00000353401	9606.ENSP00000428056	0	0	0	0	0.049	0	0.500	0.130	0.550
CUX1	FOXP1	9606.ENSP00000353401	9606.ENSP00000484803	0	0	0	0	0.049	0.292	0	0.472	0.614
CYLD	TP53	9606.ENSP00000392025	9606.ENSP00000269305	0	0	0	0	0	0.510	0	0.448	0.717
CYLD	EGFR	9606.ENSP00000392025	9606.ENSP00000275493	0	0	0	0	0	0.292	0	0.310	0.490
CYLD	PTEN	9606.ENSP00000392025	9606.ENSP00000361021	0	0	0	0	0.074	0	0	0.474	0.492
CYLD	MAP3K1	9606.ENSP00000392025	9606.ENSP00000382423	0	0	0	0	0.062	0	0	0.516	0.526
CYLD	USP6	9606.ENSP00000392025	9606.ENSP00000460380	0	0	0	0	0	0	0	0.432	0.432
CYLD	FBXW7	9606.ENSP00000392025	9606.ENSP00000474725	0	0	0	0	0.109	0.225	0	0.354	0.515
CYLD	PIK3R1	9606.ENSP00000392025	9606.ENSP00000428056	0	0	0	0	0.098	0	0	0.534	0.562
DDX3X	KRAS	9606.ENSP00000494040	9606.ENSP00000256078	0	0.005	0	0	0.056	0.150	0	0.317	0.405
DDX3X	EP300	9606.ENSP00000494040	9606.ENSP00000263253	0	0	0	0	0.064	0.341	0	0.374	0.580
DDX3X	TP53	9606.ENSP00000494040	9606.ENSP00000269305	0	0	0	0	0.044	0.209	0	0.696	0.750
DDX3X	KAT6B	9606.ENSP00000494040	9606.ENSP00000287239	0	0	0	0	0.063	0.071	0	0.437	0.467
DDX3X	KMT2D	9606.ENSP00000494040	9606.ENSP00000301067	0	0	0	0	0.065	0.051	0	0.486	0.504
DDX3X	ZMYM3	9606.ENSP00000494040	9606.ENSP00000322845	0	0	0	0	0.098	0.095	0	0.481	0.540
DDX3X	EIF4A2	9606.ENSP00000494040	9606.ENSP00000326381	0	0	0.145	0.784	0.378	0.374	0	0.512	0.816
DDX3X	HSP90AA1	9606.ENSP00000494040	9606.ENSP00000335153	0.042	0	0	0	0.211	0.100	0	0.573	0.671
DDX3X	SF3B1	9606.ENSP00000494040	9606.ENSP00000335321	0	0	0	0	0.273	0.231	0	0.117	0.464
DDX3X	FUBP1	9606.ENSP00000494040	9606.ENSP00000359804	0	0	0	0	0.140	0.065	0	0.328	0.413
DDX3X	KDM6A	9606.ENSP00000494040	9606.ENSP00000367203	0	0	0	0	0.278	0.236	0	0.739	0.843
DDX3X	FBXW7	9606.ENSP00000494040	9606.ENSP00000474725	0	0	0	0	0.048	0.305	0	0.367	0.545
DDX3X	NOTCH1	9606.ENSP00000494040	9606.ENSP00000498587	0	0	0	0	0.056	0.095	0	0.376	0.421
DNMT3A	KRAS	9606.ENSP00000264709	9606.ENSP00000256078	0	0	0	0	0.049	0.071	0	0.650	0.664
DNMT3A	KMT2C	9606.ENSP00000264709	9606.ENSP00000262189	0	0	0	0	0.107	0.091	0	0.505	0.563
DNMT3A	EP300	9606.ENSP00000264709	9606.ENSP00000263253	0	0	0	0	0.049	0	0	0.580	0.583
DNMT3A	GATA3	9606.ENSP00000264709	9606.ENSP00000368632	0	0	0	0	0.048	0	0	0.397	0.401
DNMT3A	JAK1	9606.ENSP00000264709	9606.ENSP00000499900	0	0	0	0	0.042	0.058	0	0.391	0.402
DNMT3A	FBXW7	9606.ENSP00000264709	9606.ENSP00000474725	0	0	0	0	0.049	0	0	0.406	0.410
DNMT3A	HRAS	9606.ENSP00000264709	9606.ENSP00000407586	0	0	0	0	0	0.071	0	0.413	0.432
DNMT3A	EGFR	9606.ENSP00000264709	9606.ENSP00000275493	0	0	0	0	0.044	0	0	0.435	0.436
DNMT3A	MYH11	9606.ENSP00000264709	9606.ENSP00000379616	0	0	0	0	0	0	0	0.465	0.465
DNMT3A	GNAS	9606.ENSP00000264709	9606.ENSP00000360141	0	0	0	0	0.049	0	0	0.475	0.479
DNMT3A	KLF4	9606.ENSP00000264709	9606.ENSP00000363804	0	0	0	0	0.051	0.066	0	0.475	0.494
DNMT3A	ESR1	9606.ENSP00000264709	9606.ENSP00000405330	0	0	0	0	0	0	0	0.510	0.510
DNMT3A	PPM1D	9606.ENSP00000264709	9606.ENSP00000306682	0	0	0	0	0.056	0.054	0	0.507	0.521
DNMT3A	NF1	9606.ENSP00000264709	9606.ENSP00000351015	0	0	0	0	0.068	0.058	0	0.508	0.530
DNMT3A	NOTCH1	9606.ENSP00000264709	9606.ENSP00000498587	0	0	0	0	0.054	0.091	0	0.510	0.542
DNMT3A	KMT2D	9606.ENSP00000264709	9606.ENSP00000301067	0	0	0	0	0.112	0.091	0	0.479	0.542
DNMT3A	PTEN	9606.ENSP00000264709	9606.ENSP00000361021	0	0	0	0	0.067	0	0	0.581	0.592
DNMT3A	ERBB2	9606.ENSP00000264709	9606.ENSP00000269571	0	0	0	0	0	0	0	0.597	0.597
DNMT3A	SMARCD1	9606.ENSP00000264709	9606.ENSP00000378414	0	0	0	0	0.116	0.052	0.500	0.173	0.607
DNMT3A	KDM6A	9606.ENSP00000264709	9606.ENSP00000367203	0	0	0	0	0.057	0.060	0	0.597	0.612
DNMT3A	NCOR1	9606.ENSP00000264709	9606.ENSP00000268712	0	0	0	0	0.117	0	0	0.610	0.641
DNMT3A	RB1	9606.ENSP00000264709	9606.ENSP00000267163	0	0	0	0	0.086	0.510	0	0.283	0.651
DNMT3A	JAK2	9606.ENSP00000264709	9606.ENSP00000371067	0	0	0	0	0	0.058	0	0.690	0.695
DNMT3A	RUNX1	9606.ENSP00000264709	9606.ENSP00000300305	0	0	0	0	0.060	0	0	0.773	0.777
DNMT3A	TP53	9606.ENSP00000264709	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.833	0.835
DNMT3A	H3C2	9606.ENSP00000264709	9606.ENSP00000484841	0	0	0	0	0.093	0.902	0	0.109	0.914
DNMT3A	SETDB1	9606.ENSP00000264709	9606.ENSP00000271640	0	0	0	0	0.058	0.305	0	0.995	0.996
EGFR	MYH9	9606.ENSP00000275493	9606.ENSP00000216181	0	0	0	0	0.056	0.292	0	0.253	0.457
EGFR	FOXA1	9606.ENSP00000275493	9606.ENSP00000250448	0	0	0	0	0.083	0.163	0	0.511	0.592
EGFR	KRAS	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0.053	0.662	0.900	0.918	0.997
EGFR	NOTCH2	9606.ENSP00000275493	9606.ENSP00000256646	0	0	0	0	0.080	0.142	0	0.701	0.744
EGFR	KMT2C	9606.ENSP00000275493	9606.ENSP00000262189	0	0	0	0	0.042	0.071	0	0.447	0.464
EGFR	EP300	9606.ENSP00000275493	9606.ENSP00000263253	0	0	0	0	0.042	0.189	0	0.512	0.588
EGFR	KDR	9606.ENSP00000275493	9606.ENSP00000263923	0	0	0	0.564	0.075	0.139	0	0.774	0.805
EGFR	PIK3CA	9606.ENSP00000275493	9606.ENSP00000263967	0	0	0	0	0	0.790	0.900	0.976	0.999
EGFR	ERBB3	9606.ENSP00000275493	9606.ENSP00000267101	0	0	0.061	0.910	0.042	0.986	0.800	0.984	0.999
EGFR	RB1	9606.ENSP00000275493	9606.ENSP00000267163	0	0	0	0	0.042	0	0	0.519	0.520
EGFR	TP53	9606.ENSP00000275493	9606.ENSP00000269305	0	0	0	0	0	0.329	0	0.919	0.943
EGFR	ERBB2	9606.ENSP00000275493	9606.ENSP00000269571	0	0	0.064	0.939	0.080	0.998	0.900	0.983	0.999
EGFR	KMT2D	9606.ENSP00000275493	9606.ENSP00000301067	0	0	0	0	0.042	0.071	0	0.400	0.419
EGFR	LATS1	9606.ENSP00000275493	9606.ENSP00000437550	0	0	0	0	0.048	0	0	0.415	0.419
EGFR	ETV1	9606.ENSP00000275493	9606.ENSP00000405327	0	0	0	0	0.096	0.054	0	0.377	0.421
EGFR	FUBP1	9606.ENSP00000275493	9606.ENSP00000359804	0	0	0	0	0.047	0.103	0	0.399	0.441
EGFR	TSC1	9606.ENSP00000275493	9606.ENSP00000298552	0	0	0	0	0.047	0.189	0	0.345	0.449
EGFR	KLF4	9606.ENSP00000275493	9606.ENSP00000363804	0	0	0	0	0.042	0.045	0	0.482	0.485
EGFR	MYH11	9606.ENSP00000275493	9606.ENSP00000379616	0	0	0	0	0	0	0	0.490	0.489
EGFR	LRP1B	9606.ENSP00000275493	9606.ENSP00000374135	0	0	0	0	0.111	0.053	0	0.464	0.509
EGFR	GATA3	9606.ENSP00000275493	9606.ENSP00000368632	0	0	0	0	0.055	0	0	0.505	0.512
EGFR	PTPRD	9606.ENSP00000275493	9606.ENSP00000370593	0	0	0	0	0	0.262	0	0.392	0.533
EGFR	FAT1	9606.ENSP00000275493	9606.ENSP00000406229	0	0	0	0	0.242	0	0	0.480	0.588
EGFR	FGFR2	9606.ENSP00000275493	9606.ENSP00000410294	0	0	0	0.609	0.068	0.101	0	0.569	0.608
EGFR	NTRK1	9606.ENSP00000275493	9606.ENSP00000431418	0	0	0	0.603	0.107	0.109	0	0.571	0.628
EGFR	ELN	9606.ENSP00000275493	9606.ENSP00000351807	0	0	0	0	0.055	0	0	0.625	0.630
EGFR	FBXW7	9606.ENSP00000275493	9606.ENSP00000474725	0	0	0	0	0.059	0.163	0	0.620	0.674
EGFR	GNAS	9606.ENSP00000275493	9606.ENSP00000360141	0	0	0	0	0.042	0.369	0	0.571	0.718
EGFR	SMAD4	9606.ENSP00000275493	9606.ENSP00000341551	0	0	0	0	0.061	0	0	0.729	0.735
EGFR	MTOR	9606.ENSP00000275493	9606.ENSP00000354558	0	0	0	0	0.042	0.181	0	0.769	0.802
EGFR	NF1	9606.ENSP00000275493	9606.ENSP00000351015	0	0	0	0	0.055	0.330	0	0.778	0.847
EGFR	NOTCH1	9606.ENSP00000275493	9606.ENSP00000498587	0	0	0	0	0.042	0.075	0	0.872	0.877
EGFR	PTEN	9606.ENSP00000275493	9606.ENSP00000361021	0	0	0	0	0	0.608	0	0.925	0.969
EGFR	JAK1	9606.ENSP00000275493	9606.ENSP00000499900	0	0	0	0.572	0.045	0.417	0.900	0.537	0.970
EGFR	JAK2	9606.ENSP00000275493	9606.ENSP00000371067	0	0	0	0.576	0	0.723	0.900	0.564	0.986
EGFR	ESR1	9606.ENSP00000275493	9606.ENSP00000405330	0	0	0	0	0	0.583	0	0.974	0.988
EGFR	HRAS	9606.ENSP00000275493	9606.ENSP00000407586	0	0	0	0	0.053	0.315	0.900	0.931	0.994
EGFR	ERBB4	9606.ENSP00000275493	9606.ENSP00000342235	0	0	0.051	0.945	0	0.786	0.400	0.977	0.996
EGFR	PIK3R1	9606.ENSP00000275493	9606.ENSP00000428056	0	0	0	0	0.042	0.900	0.900	0.901	0.998
EGFR	HSP90AA1	9606.ENSP00000275493	9606.ENSP00000335153	0	0	0	0	0.049	0.854	0.500	0.993	0.999
EIF4A2	TSC1	9606.ENSP00000326381	9606.ENSP00000298552	0.042	0	0	0	0.080	0.100	0	0.354	0.419
EIF4A2	HSP90AA1	9606.ENSP00000326381	9606.ENSP00000335153	0.042	0	0	0	0.209	0.100	0	0.361	0.507
EIF4A2	SF3B1	9606.ENSP00000326381	9606.ENSP00000335321	0	0	0	0	0.475	0.231	0	0.102	0.606
EIF4A2	MTOR	9606.ENSP00000326381	9606.ENSP00000354558	0	0	0	0	0.049	0.067	0	0.596	0.610
ELN	TP53	9606.ENSP00000351807	9606.ENSP00000269305	0	0	0	0	0.056	0	0	0.394	0.403
ELN	MYH11	9606.ENSP00000351807	9606.ENSP00000379616	0	0	0	0	0.138	0	0	0.571	0.614
EP300	FOXA1	9606.ENSP00000263253	9606.ENSP00000250448	0	0	0	0	0.044	0	0.800	0.681	0.933
EP300	KRAS	9606.ENSP00000263253	9606.ENSP00000256078	0	0	0	0	0.068	0	0.400	0.600	0.757
EP300	NOTCH2	9606.ENSP00000263253	9606.ENSP00000256646	0	0	0	0	0.049	0.065	0.500	0.631	0.814
EP300	KMT2C	9606.ENSP00000263253	9606.ENSP00000262189	0	0	0	0	0.382	0.110	0.500	0.627	0.884
EP300	KMT5A	9606.ENSP00000263253	9606.ENSP00000384629	0	0	0	0	0.086	0.091	0	0.343	0.407
EP300	FAT1	9606.ENSP00000263253	9606.ENSP00000406229	0	0	0	0	0.044	0	0	0.437	0.439
EP300	JAK2	9606.ENSP00000263253	9606.ENSP00000371067	0	0	0	0	0.087	0.047	0	0.424	0.456
EP300	JAK1	9606.ENSP00000263253	9606.ENSP00000499900	0	0	0	0	0.138	0.047	0	0.391	0.456
EP300	FGFR2	9606.ENSP00000263253	9606.ENSP00000410294	0	0	0	0	0	0.046	0	0.470	0.473
EP300	NF1	9606.ENSP00000263253	9606.ENSP00000351015	0	0	0	0	0.203	0	0	0.400	0.501
EP300	PIK3CA	9606.ENSP00000263253	9606.ENSP00000263967	0	0	0	0	0.067	0	0	0.513	0.526
EP300	SETDB1	9606.ENSP00000263253	9606.ENSP00000271640	0	0	0	0	0.110	0.091	0	0.464	0.529
EP300	HRAS	9606.ENSP00000263253	9606.ENSP00000407586	0	0	0	0	0.055	0	0	0.589	0.595
EP300	PTEN	9606.ENSP00000263253	9606.ENSP00000361021	0	0	0	0	0.062	0.071	0	0.574	0.596
EP300	SF3B1	9606.ENSP00000263253	9606.ENSP00000335321	0	0	0	0	0.086	0.162	0.500	0.095	0.607
EP300	SPEN	9606.ENSP00000263253	9606.ENSP00000364912	0	0	0	0	0.462	0	0	0.316	0.616
EP300	ETV1	9606.ENSP00000263253	9606.ENSP00000405327	0	0	0	0	0.052	0.516	0	0.273	0.638
EP300	MTOR	9606.ENSP00000263253	9606.ENSP00000354558	0	0	0	0	0.155	0.292	0	0.444	0.638
EP300	MED23	9606.ENSP00000263253	9606.ENSP00000357047	0	0	0	0	0.067	0.075	0.500	0.282	0.648
EP300	ERBB2	9606.ENSP00000263253	9606.ENSP00000269571	0	0	0	0	0.049	0.071	0	0.638	0.652
EP300	PIK3R1	9606.ENSP00000263253	9606.ENSP00000428056	0	0	0	0	0.060	0.301	0	0.515	0.653
EP300	TBL1XR1	9606.ENSP00000263253	9606.ENSP00000405574	0	0	0	0	0.062	0.126	0.500	0.290	0.670
EP300	MAX	9606.ENSP00000263253	9606.ENSP00000351490	0	0	0	0	0.093	0.625	0	0.222	0.712
EP300	KAT6B	9606.ENSP00000263253	9606.ENSP00000287239	0	0	0	0	0.373	0	0	0.585	0.729
EP300	FBXW7	9606.ENSP00000263253	9606.ENSP00000474725	0	0	0	0	0.085	0	0.500	0.507	0.755
EP300	RB1	9606.ENSP00000263253	9606.ENSP00000267163	0	0	0	0	0.049	0.681	0	0.418	0.808
EP300	HSP90AA1	9606.ENSP00000263253	9606.ENSP00000335153	0	0.003	0	0	0.066	0.292	0.500	0.490	0.809
EP300	H3C2	9606.ENSP00000263253	9606.ENSP00000484841	0	0	0	0	0	0.804	0	0.154	0.827
EP300	NCOR2	9606.ENSP00000263253	9606.ENSP00000384018	0	0	0	0	0.263	0.309	0.500	0.574	0.877
EP300	KMT2D	9606.ENSP00000263253	9606.ENSP00000301067	0	0	0	0	0.363	0.110	0.500	0.677	0.896
EP300	KDM6A	9606.ENSP00000263253	9606.ENSP00000367203	0	0	0	0	0.251	0.067	0.500	0.753	0.902
EP300	NOTCH1	9606.ENSP00000263253	9606.ENSP00000498587	0	0	0	0	0.053	0.634	0.500	0.697	0.940
EP300	KLF4	9606.ENSP00000263253	9606.ENSP00000363804	0	0	0	0	0.065	0.744	0	0.790	0.945
EP300	GATA3	9606.ENSP00000263253	9606.ENSP00000368632	0	0	0	0	0	0.101	0.800	0.794	0.959
EP300	NCOR1	9606.ENSP00000263253	9606.ENSP00000268712	0	0	0	0	0.436	0.313	0.500	0.816	0.959
EP300	RUNX1	9606.ENSP00000263253	9606.ENSP00000300305	0	0	0	0	0	0.513	0.500	0.960	0.989
EP300	SMAD4	9606.ENSP00000263253	9606.ENSP00000341551	0	0	0	0	0.204	0.826	0.500	0.924	0.994
EP300	ESR1	9606.ENSP00000263253	9606.ENSP00000405330	0	0	0	0	0	0.926	0.500	0.943	0.997
EP300	TP53	9606.ENSP00000263253	9606.ENSP00000269305	0	0	0	0	0.049	0.999	0.900	0.998	0.999
EPHA3	KRAS	9606.ENSP00000337451	9606.ENSP00000256078	0	0	0	0	0.074	0.209	0	0.313	0.453
EPHA3	KDR	9606.ENSP00000337451	9606.ENSP00000263923	0	0	0	0.579	0.071	0.074	0	0.564	0.592
EPHA3	PIK3CA	9606.ENSP00000337451	9606.ENSP00000263967	0	0	0	0	0	0.069	0	0.546	0.559
EPHA3	TP53	9606.ENSP00000337451	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.340	0.513
EPHA3	ERBB2	9606.ENSP00000337451	9606.ENSP00000269571	0	0	0	0.608	0	0.617	0	0.167	0.667
EPHA3	HSP90AA1	9606.ENSP00000337451	9606.ENSP00000335153	0	0	0	0	0.065	0.362	0	0.118	0.428
EPHA3	PTEN	9606.ENSP00000337451	9606.ENSP00000361021	0	0	0	0	0.074	0.092	0	0.356	0.411
EPHA3	NTRK1	9606.ENSP00000337451	9606.ENSP00000431418	0	0	0	0.654	0.055	0	0	0.444	0.452
EPHA3	LRP1B	9606.ENSP00000337451	9606.ENSP00000374135	0	0	0	0	0.067	0.050	0	0.542	0.559
ERBB2	FOXA1	9606.ENSP00000269571	9606.ENSP00000250448	0	0	0	0	0.084	0	0	0.623	0.640
ERBB2	KRAS	9606.ENSP00000269571	9606.ENSP00000256078	0	0	0	0	0.053	0.199	0.500	0.923	0.966
ERBB2	NOTCH2	9606.ENSP00000269571	9606.ENSP00000256646	0	0	0	0	0.062	0.097	0	0.462	0.505
ERBB2	KMT2C	9606.ENSP00000269571	9606.ENSP00000262189	0	0	0	0	0	0.071	0	0.506	0.521
ERBB2	KDR	9606.ENSP00000269571	9606.ENSP00000263923	0	0	0	0.561	0.055	0.139	0	0.593	0.640
ERBB2	PIK3CA	9606.ENSP00000269571	9606.ENSP00000263967	0	0	0	0	0	0.115	0.900	0.927	0.992
ERBB2	ERBB3	9606.ENSP00000269571	9606.ENSP00000267101	0	0	0.081	0.893	0.086	0.997	0.900	0.984	0.999
ERBB2	RB1	9606.ENSP00000269571	9606.ENSP00000267163	0	0	0	0	0	0	0	0.461	0.461
